title,time_published,summary,overall_sentiment_score,overall_sentiment_label,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
3 Oracle Analysts On 'Solid' Earnings: The Most Resilient Name In Software? - Oracle  ( NYSE:ORCL ) ,20230310T161541,"Shares of Oracle Corporation ORCL fell in the premarket on Friday, even after the company reported strong fourth-quarter earnings. Mizuho Securities analyst Siti Panigrahi maintained a Buy rating and price target of $116. JMP Securities analyst Patrick Walravens reaffirmed a Market Perform ...",0.290549,Somewhat-Bullish,ORCL,0.716023,0.461866,Bullish
"I built an ADU in my backyard that brings in $3,000 a month. Now I urge other California homeowners to do the same.",20230311T120000,Why Building a Tiny Home in My Backyard Has Made Me an ADU ... - Business Insider ...,0.053957,Neutral,ORCL,0.049526,0.118148,Neutral
Oracle's Organic Growth Leaves a Lot to Be Desired,20230311T153000,"Excluding acquisitions, Oracle's revenue is growing slowly, even with a booming cloud business.",0.232699,Somewhat-Bullish,ORCL,0.611103,0.368864,Bullish
Oracle  ( NYSE:ORCL )  Rating Increased to Buy at StockNews.com,20230312T074045,"Oracle ( NYSE:ORCL - Get Rating ) was upgraded by stock analysts at StockNews.com from a ""hold"" rating to a ""buy"" rating in a research report issued to clients and investors on Friday. A number of other equities analysts have also weighed in on the company.",0.172581,Somewhat-Bullish,ORCL,0.852739,0.294366,Somewhat-Bullish
"Oracle, AutoZone, Costco, FedEx and Lennar are part of Zacks Earnings Preview",20230313T112700,"Oracle, AutoZone, Costco, FedEx and Lennar are highlights of Zacks Earnings Preview article.",0.021561,Neutral,ORCL,0.136629,0.014554,Neutral
"Gold, Treasuries And This Software Giant On CNBC's 'Final Trades' - Oracle  ( NYSE:ORCL ) , SPDR Gold Trust  ( ARCA:GLD ) ",20230313T124146,"On CNBC's ""Halftime Report Final Trades,"" Joshua Brown of Ritholtz Wealth Management praised Oracle Corporation ORCL, which he bought. Stephen Weiss of Short Hills Capital Partners named U.S. 2 Year Treasury as final trade. ""Short end of the curve, Treasuries. You can still get close to 5%.",0.105935,Neutral,ORCL,0.468029,0.702773,Bullish
ORCL: 3 Software Stocks to Buy Now and Never Sell,20230313T180054,"Since last year, the software industry has faced the brunt of the Fed's aggressive interest rate hikes to quell inflation. However, industry participants like Oracle Corporation ( ORCL ) , GoDaddy Inc. ( GDDY ) , and Xperi Inc. ( XPER ) should benefit from accelerated demand for digital ...",0.338548,Somewhat-Bullish,ORCL,0.350183,0.27762,Somewhat-Bullish
"Oracle Likely To Gain Traction In Medium Term Backed By Cloud Momentum, Improving Margins, Analyst Says Post 3Q Results - Oracle  ( NYSE:ORCL ) ",20230313T183218,"Mizuho analyst Siti Panigrahi reiterates Buy on Oracle Corp ORCL with a $116.00 price target. Oracle's 3Q was driven by substantial cloud revenue ahead of consensus. While on-prem revenue came in slightly below consensus estimates, the company beat on cloud growth, operating margins, and EPS.",0.329394,Somewhat-Bullish,ORCL,0.739411,0.604137,Bullish
"Oracle, AbbVie And This Gold Fund: CNBC's 'Final Trades' - AbbVie  ( NYSE:ABBV ) , SPDR Gold Trust  ( ARCA:GLD ) ",20230314T123736,"On CNBC's ""Halftime Report Final Trades,"" Joshua Brown of Ritholtz Wealth Management named Oracle Corporation ORCL as his pick. The computer tech giant closed higher on Monday. Bryn Talkington of Requisite Capital Management named AbbVie Inc. ABBV, adding that healthcare is her sector pick.",0.212001,Somewhat-Bullish,ORCL,0.769861,0.711911,Bullish
TikTok considering splitting from China's ByteDance if deal with U.S fails: report,20230315T003340,"China's TikTok is considering separating from parent ByteDance to help address U.S. concerns about national security risks, Bloomberg News reported on Tuesday.",0.014575,Neutral,ORCL,0.079921,0.118945,Neutral
TikTok has discussed separating from Chinese parent ByteDance amid US pressure,20230315T022927,"A sale or initial public offering could be pursued if the company's current proposal to the US is not approved, people familiar with the matter told Bloomberg.",0.031246,Neutral,ORCL,0.104683,-0.069877,Neutral
TikTok says US threatens ban if Chinese owners don't sell stakes | The Financial Express,20230316T033138,TikTok says US threatens ban if Chinese owners don't sell stakes The Financial Express ...,-0.02682,Neutral,ORCL,0.058615,0.071126,Neutral
Beijing flashes disapproval amid reports Biden will demand TikTok sale,20230316T150010,Beijing flashes displeasure amid reports the Biden administration will demand a change of TikTok ownership for it to continue operating in US.,-0.064811,Neutral,ORCL,0.067347,0.040067,Neutral
News Exclusive | TikTok CEO's Message to Washington: A Sale Won't Solve Security Concerns,20230316T211600,Shou Zi Chew said divesting TikTok from its Chinese owners doesn't offer any more protection than a plan the app has proposed.,0.08992,Neutral,ORCL,0.388879,0.194792,Somewhat-Bullish
Don't Overlook This Great Dividend-Paying Tech Stock,20230317T123100,The software company recently announced a huge increase to its dividend payout.,0.283951,Somewhat-Bullish,ORCL,0.516073,0.249634,Somewhat-Bullish
"Oracle Stock On 3-Day Upswing, Shows Rising Composite Rating",20230320T173900,"On Monday, Oracle ( ORCL ) got an upgrade for its IBD SmartSelect Composite Rating from 93 to 97. The upgrade means the stock is now outperforming 97% of all other stocks in terms of key performance metrics and technical strength.",0.323473,Somewhat-Bullish,ORCL,0.457566,-0.054376,Neutral
Looking At Oracle's Recent Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230320T194602,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 19 strange trades. If we consider the specifics of each trade, it is accurate to state that 52% of the investors opened trades with bullish expectations ...",0.127387,Neutral,ORCL,0.822984,0.27569,Somewhat-Bullish
"Oracle  ( NYSE:ORCL )  Upgraded to ""Buy"" by StockNews.com",20230321T052045,"Oracle ( NYSE:ORCL - Get Rating ) was upgraded by research analysts at StockNews.com from a ""hold"" rating to a ""buy"" rating in a research report issued to clients and investors on Tuesday. Several other equities research analysts have also recently commented on the company.",0.151265,Somewhat-Bullish,ORCL,0.908999,0.265059,Somewhat-Bullish
TikTok CEO to tell Congress that Chinese owned app now has 150M active users in the United States: report,20230321T123730,TikTok CEO Shou Zi Chew is reportedly set to testify before Congress this week that the Chinese-owned social media platform now has 150 million active users in the United States.,-0.01208,Neutral,ORCL,0.066047,-0.0763,Neutral
 ( ORCL )  - Analyzing Oracle's Short Interest - Oracle  ( NYSE:ORCL ) ,20230321T184554,"Oracle's ORCL short percent of float has risen 12.64% since its last report. The company recently reported that it has 15.13 million shares sold short, which is 0.98% of all regular shares that are available for trading. Based on its trading volume, it would take traders 2.1 days to cover their ...",0.267375,Somewhat-Bullish,ORCL,0.224903,0.158881,Somewhat-Bullish
Why does US see Chinese-owned TikTok as a security threat?,20230324T123404,"Why does US see Chinese-owned TikTok as a security threat? TikTok CEO Shou Zi Chew testifies during a hearing of the House Energy and Commerce Committee, on the platform's consumer privacy and data security practices and impact on children, Thursday, March 23, 2023, on Capitol Hill in Washington. ...",0.043152,Neutral,ORCL,0.031992,0.122972,Neutral
"Buy Oracle Stock Because Its Cloud Unit Is Showing More Promise, Says J.P. Morgan",20230324T175921,"Buy Oracle Stock Because Its Cloud Unit Shows More Promise, Says J.P. Morgan ...",0.120452,Neutral,ORCL,0.993614,-0.030251,Neutral
Looking At Oracle's Recent Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230327T190047,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.136623,Neutral,ORCL,0.796338,0.211194,Somewhat-Bullish
Why This 1 Momentum Stock Could Be a Great Addition to Your Portfolio,20230328T135003,"Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.",0.413418,Bullish,ORCL,0.475251,0.169046,Somewhat-Bullish
"If You Invested $100 In This Stock 5 Years Ago, You Would Have $200 Today - Oracle  ( NYSE:ORCL ) ",20230328T140123,"Oracle ORCL has outperformed the market over the past 5 years by 6.06% on an annualized basis producing an average annual return of 15.02%. Currently, Oracle has a market capitalization of $244.39 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
Edge Analytics Market Projected To Hit USD 11 Billion at a 31% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,20230329T101000,"New York, US, March 29, 2023 ( GLOBE NEWSWIRE ) -- Market Analysis",0.187821,Somewhat-Bullish,ORCL,0.033799,0.0,Neutral
Should You Invest in the First Trust Cloud Computing ETF  ( SKYY ) ?,20230330T102010,Sector ETF report for ...,0.093772,Neutral,ORCL,0.131284,0.067063,Neutral
Here's How Much a $1000 Investment in Workday Made 10 Years Ago Would Be Worth Today,20230330T123003,"Investing in certain stocks can pay off in the long run, especially if you hold on for a decade or more.",0.219992,Somewhat-Bullish,ORCL,0.060848,0.116053,Neutral
"TikTok Founder Meets Walmart Chief Privately, Fuels Speculation Over Possible Deal To Avert Ban - Walmart  ( NYSE:WMT ) ",20230331T104452,"Last week, while the U.S. pummeled TikTok CEO Shou Zi Chew over its ties to China, ByteDance founder Zhang Yiming quietly flew to Arkansas to meet with the CEO of Walmart Inc WMT. However, the topic of discussion between Yimimg and Walmart CEO Doug McMillon remains undisclosed, New York Post ...",-0.047843,Neutral,ORCL,0.369685,0.061584,Neutral
Pharmacovigilance And Drug Safety Software Market Expected to Reach USD 16.99 Billion by 2030: Verified Market Research®,20230331T141500,Pharmacovigilance And Drug Safety Software Market Expected to ... PR ...,0.334203,Somewhat-Bullish,ORCL,0.040212,0.094114,Neutral
Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for Transportation Management Systems,20230331T160000,Oracle Named a Leader in the 2023 Gartner® Magic Quadrant™ for ... PR ...,0.321109,Somewhat-Bullish,ORCL,0.880552,0.521191,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20230331T200155,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 12 strange trades. If we consider the specifics of each trade, it is accurate to state that 75% of the investors opened trades with bullish expectations ...",0.136908,Neutral,ORCL,0.801457,0.146787,Neutral
3 Motivating Quotes From Oracle Co-Founder Larry Ellison,20230403T143647,"Larry Ellison, the co-founder and former CEO of Oracle Corporation, is known for his charismatic personality and insightful quotes that have inspired many entrepreneurs around the world. His contributions to the tech industry are unparalleled, and his ideas have shaped the way we use technology ...",0.349668,Somewhat-Bullish,ORCL,0.105141,0.310726,Somewhat-Bullish
Oracle Strengthens Commitment to South East Asia with Second Cloud Region in Singapore,20230404T070000,Oracle Strengthens Commitment to South East Asia with Second ... PR ...,0.182669,Somewhat-Bullish,ORCL,0.649095,0.244594,Somewhat-Bullish
Oracle Strengthens Commitment to South East Asia with Second Cloud Region in Singapore,20230404T120000,Oracle Strengthens Commitment to South East Asia with Second ... PR ...,0.182669,Somewhat-Bullish,ORCL,0.649095,0.244594,Somewhat-Bullish
$100 Invested In Oracle 5 Years Ago Would Be Worth This Much Today - Oracle  ( NYSE:ORCL ) ,20230404T183058,"Oracle ORCL has outperformed the market over the past 5 years by 6.48% on an annualized basis producing an average annual return of 15.87%. Currently, Oracle has a market capitalization of $253.21 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
"Cisco, Oracle And A Consumer Goods Giant To Buy On A Market Pullback: CNBC's 'Final Trades' - Cisco Systems  ( NASDAQ:CSCO ) , Oracle  ( NYSE:ORCL ) ",20230405T122205,"On CNBC's ""Halftime Report Final Trades,"" Stephanie Link of Hightower said she is watching The Procter & Gamble Company PG very closely. It is a quality company and if it falls in a market pullback, this is the ""one I would be buying.""",0.180767,Somewhat-Bullish,ORCL,0.608634,0.439969,Bullish
Master Data Management Market To Expand at a CAGR of 16.85% By 2030 - Report by Market Research Future  ( MRFR ) ,20230405T140000,"New York, US, April 05, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""Master Data Management Market by Type, Professional Service, Industry, Deployment - Global Forecast till 2030",0.374782,Bullish,ORCL,0.032425,0.0,Neutral
"Document Management System Market Analysis: Expected Market Size, Growth Rate, Major Drivers And Top Segments As Per The Business Research Company's Document Management System Global Market Report 2023",20230406T153000,"LONDON, April 06, 2023 ( GLOBE NEWSWIRE ) -- The Business Research Company's research on the document management system market forecasts the global document management system market size to grow from $6.9 billion in 2022 to $7.9 billion in 2023 at a compound annual growth rate ( CAGR ) of more ...",0.261973,Somewhat-Bullish,ORCL,0.055364,0.0,Neutral
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20230406T174606,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.139349,Neutral,ORCL,0.784902,0.067255,Neutral
"Oracle Reaps Rewards: Analysts Cite SAP's Cloud Migration Struggles As Boon, Reaffirm Stock Buy Rating - Oracle  ( NYSE:ORCL ) ",20230410T172454,Mizuho analyst Siti Panigrahi reiterates a Buy rating on Oracle Corp ORCL with a price target of $116.00.,-0.160534,Somewhat-Bearish,ORCL,0.691734,0.141343,Neutral
Premier League Taps Oracle Cloud to Provide Fans with New Insight into Player Milestones - Oracle  ( NYSE:ORCL ) ,20230412T120000,Interactive visualizations let fans drill down into the story behind significant player achievements,0.441916,Bullish,ORCL,0.855561,0.67085,Bullish
Oracle Unusual Options Activity - Oracle  ( NYSE:ORCL ) ,20230412T170038,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.179782,Somewhat-Bullish,ORCL,0.812186,0.396449,Bullish
